상품번호,카테고리정보,최소가격,상품명,상세스펙,등록월,상품의견,가격,메모리,이미지URL
16522763,패션잡화_시계,8900,아킴 애플워치 시그니처 실리콘 스트랩 L사이즈,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 스포츠 밴드 / 소재: 실리콘 / 호환 크기: 38mm, 40mm, 41mm / 색상: 블랙, 네이비, 스카이블루, 라벤더, 딥그린, 에메랄드, 레드, 베이비핑크, 인디핑크, 옐로우, 베이지, 화이트",2022.03.,(1건),"['8,900원\n\n가격정보 더보기', '8,900원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
,,,,,,,,,
16523045,패션잡화_시계,15900,아킴 애플워치 프리미엄 메탈 스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 호환 크기: 38mm, 40mm, 41mm / 															페이스												 / 색상: 블랙, 실버",2022.03.,,"['15,900원\n\n가격정보 더보기', '15,900원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16459673,패션잡화_시계,15780,미니언즈 애플워치 충전 거치대,거치대 / 스마트워치용 / 애플 워치 / 충전독연결(별매) / 색상: 옐로우,2022.02.,(8건),"['15,780원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16575215,태블릿/휴대폰_휴대폰 주변용품,49900,정인일렉텍 큐브온 트리플 무선충전기 JI-716,충전기 / 																											무선충전기 / 																											케이블형 / 												출력정보 총출력: 45W / 무선단일: 최대15W / 															무선충전 												기기:3개 / 스마트폰 / 무선이어폰 / 애플워치 / 갤럭시워치 / 부가기능 충전상태표시 / 																											Qi인증,2022.03.,(5건),"['49,900원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16638092,패션잡화_시계,18010,수나르 애플워치 풀커버 케이스+밀레니즈 루프 스트랩,"케이스 / 스마트워치용 / 애플 워치 / 밀레니즈 루프 / 소재: 스테인리스 스틸 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 스크래치방지 / 충격방지 / 색상: 블랙, 실버, 핑크골드, 골드",2022.03.,(13건),"['18,010원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16284359,태블릿/휴대폰_휴대폰 주변용품,30620,Ozem 15W 3in1 접이식 충전 거치대 NBOW-NZ8A,충전기 / 																											무선충전기 / 																											케이블형 / 												출력정보 총출력: 15W / 무선단일: 최대15W / 															무선충전 												기기:3개 / 스마트폰 / 무선이어폰 / 애플워치 / 부가기능 충전상태표시 / 																											Qi인증,2022.01.,(1건),"['30,620원\n\n가격정보 더보기']",['애플워치용'],//img.danawa.com/new/noData/img/noImg_160.gif
,,,,,,,,,
16373192,태블릿/휴대폰_휴대폰 주변용품,68950,요이치 아틀라스 15W 3in1 맥세이프 무선충전기 YC-W500,충전기 / 																											무선충전기 / 																											케이블형 / 												출력정보 총출력: 15W / 무선단일: 최대15W / 															무선충전 												기기:3개 / 스마트폰 / 무선이어폰 / 애플워치 / 부가기능 맥세이프 / 																											Qi인증												 / 그레이: 갤럭시용 / 실버: 아이폰용,2022.02.,(3건),"['68,950원\n\n가격정보 더보기']",['애플워치용'],//img.danawa.com/new/noData/img/noImg_160.gif
16522718,패션잡화_시계,8900,아킴 애플워치 시그니처 실리콘 스트랩 S사이즈,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 스포츠 밴드 / 소재: 실리콘 / 호환 크기: 38mm, 40mm, 41mm / 색상: 블랙, 네이비, 스카이블루, 라벤더, 딥그린, 에메랄드, 레드, 베이비핑크, 인디핑크, 옐로우, 베이지, 화이트",2022.03.,(2건),"['8,900원\n\n가격정보 더보기', '10,140원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16343363,태블릿/휴대폰_휴대폰 주변용품,37500,머레이 15W 4in1 무선 충전 거치대 F5,충전기 / 																											무선충전기 / 																											케이블형 / 												총:1포트 / 출력정보 총출력: 15W / 무선단일: 최대15W / 															무선충전 												기기:3개 / 스마트폰 / 무선이어폰 / 애플워치 / 부가기능 스탠드(조명) / 																											Qi인증												 / 무드등,2022.02.,(1건),"['37,500원\n\n가격정보 더보기']",['애플전용'],//img.danawa.com/new/noData/img/noImg_160.gif
16637330,패션잡화_시계,21830,수나르 애플워치 플라워 큐빅 메탈 스트랩,"케이스 / 스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 색상: 실버, 로즈골드",2022.03.,(1건),"['21,830원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16523147,패션잡화_시계,17390,아킴 애플워치 앤썸 가죽스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 가죽 / 호환 크기: 42mm, 44mm, 45mm / 															페이스												 / 색상: 블랙, 브라운, 카멜, 크림, 화이트",2022.03.,,"['17,390원\n\n가격정보 더보기', '17,390원\n\n가격정보 더보기']","['2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16459547,패션잡화_시계,8630,요이치 애플워치 캔버스 지프 스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 스포츠 밴드 / 소재: 직물(나토) / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 색상: 블랙, 다크네이비, 다크브라운, 레드, 카키, 베이지",2022.02.,(1건),"['8,630원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16276847,패션잡화_시계,19110,태블리스 애플워치 디버클 제이 가죽 스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 가죽 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 색상: 블랙, 그레이, 브라운, 딥브라운",2022.01.,,"['19,110원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16168805,패션잡화_시계,16970,아이엠판다 애플워치 링크브레이슬릿 스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 색상: 블랙, 실버, 골드, 로즈골드",2022.01.,,"['16,970원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16324958,패션잡화_시계,6900,아이엠듀 애플워치 메탈 마그네틱 루프 밴드,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 밀레니즈 루프 / 소재: 스테인리스 스틸 / 호환 크기: 38mm, 40mm, 42mm, 44mm / 색상: 실버, 로즈핑크, 브라운, 밀리터리, 핀그린, 빈티지골드, 로즈골드, 건블랙, 블랙",2022.02.,,"['6,900원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16525184,패션잡화_시계,22940,아킴 애플워치 하벤 소가죽 데님스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 가죽+데님 / 호환 크기: 38mm, 40mm, 41mm / 색상: 라이트블루, 인디고네이비, 셀비지블랙",2022.03.,,"['22,940원\n\n가격정보 더보기', '22,910원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16386206,패션잡화_시계,25180,니바다 애플워치 메탈스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 호환 크기: 42mm, 44mm, 45mm / 색상: 블랙, 실버, 로즈골드",2022.02.,,"['25,180원\n\n가격정보 더보기', '25,180원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm']",//img.danawa.com/new/noData/img/noImg_160.gif
18423539,태블릿/휴대폰_휴대폰 주변용품,39500,지토스 15W 3in1 맥세이프 무선충전기 WC3in1,충전기 / 																											무선충전기 / 																											케이블형 / 												출력정보 총출력: 15W / 무선단일: 최대15W / 															무선충전 												기기:3개 / 스마트폰 / 무선이어폰 / 애플워치 / 부가기능 맥세이프 / 																											충전상태표시 / 																											Qi인증 / 												규격 가로:약247mm / 세로:약74.5mm / 두께(높이):약7.5mm / 무게:약118g,2022.01.,(11건),"['39,500원\n\n가격정보 더보기']",['애플워치용'],//img.danawa.com/new/noData/img/noImg_160.gif
16687709,패션잡화_시계,98600,노마드 애플워치 스포츠 밴드,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 스포츠 밴드 / 소재: 고무 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 색상: 블랙, 듄, 애쉬그린, 마린블루, 루나그레이",2022.03.,,"['98,600원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16330226,패션잡화_시계,10800,아이엠듀 애플워치 베젤 케이스,"케이스 / 스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 색상: 블랙, 실버",2022.02.,(1건),"['10,800원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16669493,패션잡화_시계,8600,제로스킨 애플워치 전면 액정+후면 심박센서 보호필름 3매,"액정보호필름 / 스마트워치용 / 애플 워치 / 호환 크기: 42mm, 44mm / 지문방지 / 스크래치방지 / 충격방지 / 유분방지 / 자가복원",2022.03.,(8건),"['8,600원\n\n가격정보 더보기', '8,600원\n\n가격정보 더보기']","['2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm', '1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16106843,패션잡화_시계,10420,포지오 iDeal 애플워치 메탈 아머 케이스,"케이스 / 스마트워치용 / 애플 워치 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 충격방지 / 소재: 알루미늄 / 색상: 블랙, 실버, 로즈골드",2022.01.,,"['10,420원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16361585,태블릿/휴대폰_휴대폰 주변용품,36800,더제이로드 제이로드 15W 3in1 맥세이프 무선충전기,충전기 / 																											무선충전기 / 																											케이블형 / 												총:1포트 / 출력정보 총출력: 15W / 무선단일: 최대15W / 															무선충전 												기기:3개 / 스마트폰 / 무선이어폰 / 애플워치 / 부가기능 맥세이프 / 																											스탠드(조명) / 																											Qi인증												 / 무드등,2022.02.,,"['36,800원\n\n가격정보 더보기']",['애플워치용'],//img.danawa.com/new/noData/img/noImg_160.gif
16657388,패션잡화_시계,223980,발렌티노루디 애플워치 풀커버 일체형 메탈밴드 (실버),"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 호환 크기: 38mm, 40mm, 41mm, 42mm, 44mm, 45mm / 색상: 실버 / 구성품: 실리콘밴드",2022.03.,(1건),"['223,980원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16098176,패션잡화_시계,8890,엠플러스 애플워치 마그네틱 무선 급속충전기,충전독 / 스마트워치용 / 애플 워치 / 길이: 100cm / 색상: 화이트,2022.01.,(46건),"['8,890원\n\n가격정보 더보기']",[''],//img.danawa.com/new/noData/img/noImg_160.gif
16386329,패션잡화_시계,19765,니바다 애플워치 가죽밴드,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 가죽 / 호환 크기: 38mm, 40mm, 41mm / 색상: 블랙, 피콕블루, 브라운, 그레이",2022.02.,,"['19,765원\n\n가격정보 더보기', '19,765원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16231415,패션잡화_시계,16310,오펜트 애플워치 슬릿 슬림 메탈밴드 (실버),"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 스테인리스 스틸 / 호환 크기: 42mm, 44mm, 45mm / 색상: 실버",2022.01.,,"['16,230원\n\n가격정보 더보기', '16,310원\n\n가격정보 더보기']","['2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16584500,패션잡화_시계,26480,우먼스9999 애플워치 쥬빌레 스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 소재: 메탈 / 호환 크기: 42mm, 44mm / 색상: 블랙, 실버, 로즈골드, 라인",2022.03.,,"['26,480원\n\n가격정보 더보기', '26,480원\n\n가격정보 더보기']","['2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16529492,패션잡화_시계,4820,이츠라이프 애플워치 9H 강화유리 풀커버 케이스,"케이스 / 스마트워치용 / 애플 워치 / 호환 크기: 38mm / 강화유리 / 스크래치방지 / 충격방지 / 색상: 블랙, 실버, 핫핑크, 로즈골드, 네이비, 옐로우, 화이트, 투명",2022.03.,(2건),"['4,820원\n\n가격정보 더보기', '5,430원\n\n가격정보 더보기', '4,830원\n\n가격정보 더보기', '5,430원\n\n가격정보 더보기', '5,430원\n\n가격정보 더보기', '4,370원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm', '40mm', '41mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm', '44mm', '45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16574543,패션잡화_시계,8810,우먼스9999 애플워치 큐빅 워치 케이스,"케이스 / 스마트워치용 / 애플 워치 / 호환 크기: 38mm / 스크래치방지 / 충격방지 / 색상: 블랙, 실버, 로즈골드, 오로라",2022.03.,,"['8,810원\n\n가격정보 더보기', '7,520원\n\n가격정보 더보기', '8,810원\n\n가격정보 더보기', '8,520원\n\n가격정보 더보기']","['1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm', '2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 40mm', '42mm', '44mm']",//img.danawa.com/new/noData/img/noImg_160.gif
16574981,패션잡화_시계,10890,우먼스9999 애플워치 슬림 밀레니즈루프 스트랩,"시계줄(스트랩) / 												스마트워치용 / 애플 워치 / 밀레니즈 루프 / 소재: 메탈 / 호환 크기: 42mm, 44mm, 45mm / 색상: 그레이, 실버, 골드, 핑크",2022.03.,(1건),"['15,750원\n\n가격정보 더보기', '10,890원\n\n가격정보 더보기']","['2위, , , , , , , , , , , , , , , , , , , , , , , , , , , 38mm/40mm/41mm', '1위, , , , , , , , , , , , , , , , , , , , , , , , , , , 42mm/44mm/45mm']",//img.danawa.com/new/noData/img/noImg_160.gif
